"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"119095","03-05-26 15:00","Italy","Serie A","2025/2026","Sassuolo","AC Milan","4.33","4.08","1.81","1.03","13.70","1.21","4.56","1.73","2.21","2.69","1.48","5.01","1.18","1.68","2.18"
"119094","03-05-26 12:30","Italy","Serie A","2025/2026","Bologna","Cagliari","2.22","3.17","3.80","1.09","8.00","1.40","3.00","2.34","1.62","4.05","1.25","8.82","1.07","1.90","1.90"
"118999","02-05-26 20:45","Italy","Serie A","2025/2026","Atalanta","Genoa","1.53","4.42","6.63","1.02","15.80","1.20","4.74","1.63","2.32","2.50","1.54","4.45","1.22","1.76","2.06"
"118998","02-05-26 18:00","Italy","Serie A","2025/2026","Como","Napoli","2.25","3.27","3.57","1.08","8.42","1.34","3.37","2.11","1.80","3.53","1.31","7.69","1.09","1.76","2.06"
"118997","02-05-26 15:00","Italy","Serie A","2025/2026","Udinese","Torino","2.05","3.37","4.09","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.86","1.95"
"118884","01-05-26 20:45","Italy","Serie A","2025/2026","Pisa","Lecce","3.64","3.05","2.34","1.14","6.00","1.54","2.50","2.63","1.50","5.26","1.17","10.60","1.05","2.06","1.76"
"118827","27-04-26 20:45","Italy","Serie A","2025/2026","Lazio","Udinese","2.27","3.16","3.65","1.08","8.42","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"118826","27-04-26 18:30","Italy","Serie A","2025/2026","Cagliari","Atalanta","5.12","3.84","1.74","1.05","11.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.83","1.98"
"118761","26-04-26 20:45","Italy","Serie A","2025/2026","AC Milan","Juventus","2.64","3.16","2.98","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"118760","26-04-26 18:00","Italy","Serie A","2025/2026","Torino","Inter","7.18","5.13","1.44","1.02","15.00","1.21","4.50","1.63","2.30","2.63","1.50","4.68","1.20","1.83","1.98"
"118759","26-04-26 15:00","Italy","Serie A","2025/2026","Genoa","Como","5.63","4.11","1.64","1.06","9.47","1.34","3.37","2.11","1.80","3.85","1.27","7.69","1.09","2.06","1.76"
"118758","26-04-26 12:30","Italy","Serie A","2025/2026","Fiorentina","Sassuolo","2.03","3.38","4.13","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.65","2.24"
"118657","25-04-26 20:45","Italy","Serie A","2025/2026","Verona","Lecce","2.65","3.06","3.06","1.13","6.32","1.54","2.50","2.69","1.48","5.53","1.15","11.10","1.05","2.16","1.70"
"118656","25-04-26 18:00","Italy","Serie A","2025/2026","Bologna","AS Roma","3.88","3.26","2.14","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.74","2.09"
"118655","25-04-26 15:00","Italy","Serie A","2025/2026","Parma","Pisa","2.28","3.14","3.65","1.10","7.00","1.46","2.75","2.53","1.54","4.68","1.20","9.48","1.06","2.04","1.78"
"118563","24-04-26 20:45","Italy","Serie A","2025/2026","Napoli","Cremonese","1.34","5.01","12.00","1.05","10.50","1.26","3.95","1.88","2.01","3.21","1.36","6.02","1.14","2.33","1.61"
"118410","20-04-26 20:45","Italy","Serie A","2025/2026","Lecce","Fiorentina","3.80","3.41","2.10","1.08","8.42","1.43","2.90","2.23","1.68","4.16","1.24","8.40","1.08","1.96","1.85"
"118349","19-04-26 20:45","Italy","Serie A","2025/2026","Juventus","Bologna","1.50","4.86","6.33","1.02","15.00","1.23","4.33","1.69","2.20","2.63","1.50","5.26","1.17","1.90","1.90"
"118348","19-04-26 18:00","Italy","Serie A","2025/2026","Pisa","Genoa","3.06","3.06","2.65","1.12","6.50","1.50","2.63","2.63","1.50","5.26","1.17","10.60","1.05","2.02","1.80"
"118347","19-04-26 15:00","Italy","Serie A","2025/2026","Verona","AC Milan","6.62","4.18","1.56","1.06","10.00","1.31","3.50","2.10","1.80","3.60","1.30","6.80","1.11","2.04","1.78"
"118346","19-04-26 12:30","Italy","Serie A","2025/2026","Cremonese","Torino","3.07","3.25","2.52","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"118256","18-04-26 20:45","Italy","Serie A","2025/2026","AS Roma","Atalanta","2.42","3.39","3.11","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.68","2.18"
"118255","18-04-26 18:00","Italy","Serie A","2025/2026","Napoli","Lazio","1.55","4.05","7.10","1.07","9.00","1.33","3.40","2.10","1.80","3.71","1.29","7.24","1.10","2.06","1.76"
"118254","18-04-26 15:00","Italy","Serie A","2025/2026","Udinese","Parma","2.26","2.95","4.00","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"118165","17-04-26 20:45","Italy","Serie A","2025/2026","Inter","Cagliari","1.25","6.61","13.20","1.02","17.50","1.17","5.26","1.50","2.63","2.23","1.68","3.85","1.27","1.96","1.85"
"118164","17-04-26 18:30","Italy","Serie A","2025/2026","Sassuolo","Como","6.33","4.86","1.50","1.02","15.00","1.21","4.50","1.63","2.30","2.53","1.54","4.68","1.20","1.76","2.06"
"118084","13-04-26 20:45","Italy","Serie A","2025/2026","Fiorentina","Lazio","2.38","3.14","3.44","1.08","8.42","1.34","3.37","2.21","1.73","3.85","1.27","7.69","1.09","1.83","1.98"
"118022","12-04-26 20:45","Italy","Serie A","2025/2026","Como","Inter","3.54","3.49","2.17","1.04","11.70","1.23","4.25","1.78","2.13","2.83","1.44","5.48","1.16","1.65","2.24"
"118021","12-04-26 18:00","Italy","Serie A","2025/2026","Bologna","Lecce","1.89","3.50","4.63","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.93","1.87"
"118020","12-04-26 15:00","Italy","Serie A","2025/2026","Parma","Napoli","7.16","3.84","1.58","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.44","1.56"
"118019","12-04-26 12:30","Italy","Serie A","2025/2026","Genoa","Sassuolo","2.15","3.49","3.58","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","6.80","1.11","1.72","2.12"
"117911","11-04-26 20:45","Italy","Serie A","2025/2026","Atalanta","Juventus","3.37","3.57","2.20","1.03","13.70","1.21","4.56","1.73","2.21","2.69","1.48","5.01","1.18","1.57","2.41"
"117910","11-04-26 18:00","Italy","Serie A","2025/2026","AC Milan","Udinese","1.49","4.41","7.50","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.90","1.90"
"117908","11-04-26 15:00","Italy","Serie A","2025/2026","Cagliari","Cremonese","2.17","3.19","3.91","1.12","6.50","1.50","2.63","2.53","1.54","4.68","1.20","9.48","1.06","2.02","1.80"
"117909","11-04-26 15:00","Italy","Serie A","2025/2026","Torino","Verona","2.05","3.34","4.10","1.10","7.00","1.50","2.63","2.53","1.54","4.68","1.20","9.48","1.06","2.15","1.70"
"117823","10-04-26 20:45","Italy","Serie A","2025/2026","AS Roma","Pisa","1.40","5.13","8.21","1.03","13.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","2.04","1.78"
"117657","06-04-26 20:45","Italy","Serie A","2025/2026","Napoli","AC Milan","2.46","3.08","3.34","1.10","7.45","1.37","3.19","2.21","1.69","4.12","1.25","8.32","1.08","1.87","1.94"
"117656","06-04-26 18:00","Italy","Serie A","2025/2026","Juventus","Genoa","1.45","4.63","8.20","1.03","13.70","1.21","4.56","1.63","2.32","2.69","1.48","5.01","1.18","1.83","1.98"
"117655","06-04-26 15:00","Italy","Serie A","2025/2026","Lecce","Atalanta","5.98","3.92","1.65","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.83","1.98"
"117654","06-04-26 12:30","Italy","Serie A","2025/2026","Udinese","Como","5.61","3.87","1.68","1.06","9.57","1.30","3.62","1.98","1.90","3.40","1.33","6.42","1.12","1.90","1.90"
"117552","05-04-26 20:45","Italy","Serie A","2025/2026","Inter","AS Roma","1.58","4.09","6.45","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.76","2.06"
"117551","05-04-26 18:00","Italy","Serie A","2025/2026","Pisa","Torino","3.25","3.08","2.51","1.09","8.00","1.40","3.00","2.34","1.62","4.37","1.22","8.82","1.07","1.98","1.83"
"117550","05-04-26 15:00","Italy","Serie A","2025/2026","Cremonese","Bologna","3.80","3.41","2.10","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","7.69","1.09","1.76","2.06"
"117451","04-04-26 20:45","Italy","Serie A","2025/2026","Lazio","Parma","1.94","3.31","4.65","1.08","8.42","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.02","1.80"
"117450","04-04-26 18:00","Italy","Serie A","2025/2026","Verona","Fiorentina","3.80","3.29","2.16","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.96","1.85"
"117449","04-04-26 15:00","Italy","Serie A","2025/2026","Sassuolo","Cagliari","2.14","3.18","4.00","1.07","9.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","1.78","2.04"
"114403","22-03-26 20:45","Italy","Serie A","2025/2026","Fiorentina","Inter","5.34","4.27","1.64","1.03","13.00","1.23","4.33","1.69","2.20","2.82","1.45","5.26","1.17","1.68","2.18"
"114402","22-03-26 18:00","Italy","Serie A","2025/2026","AS Roma","Lecce","1.53","3.96","8.13","1.09","8.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","2.22","1.66"
"114400","22-03-26 15:00","Italy","Serie A","2025/2026","Atalanta","Verona","1.42","4.65","9.10","1.03","12.60","1.28","3.80","1.92","1.96","3.08","1.38","6.45","1.12","2.11","1.73"
"114401","22-03-26 15:00","Italy","Serie A","2025/2026","Bologna","Lazio","2.34","3.25","3.40","1.05","11.20","1.33","3.39","2.10","1.81","3.39","1.33","7.81","1.09","1.70","2.15"
"114399","22-03-26 12:30","Italy","Serie A","2025/2026","Como","Pisa","1.35","5.33","9.64","1.02","15.80","1.20","4.74","1.58","2.42","2.50","1.54","4.45","1.22","1.90","1.90"
"114299","21-03-26 20:45","Italy","Serie A","2025/2026","Juventus","Sassuolo","1.30","5.87","11.20","1.02","17.50","1.18","5.00","1.54","2.50","2.34","1.62","4.05","1.25","1.90","1.90"
"114298","21-03-26 18:00","Italy","Serie A","2025/2026","AC Milan","Torino","1.39","5.10","8.66","1.03","13.70","1.24","4.21","1.80","2.10","3.03","1.39","5.53","1.15","2.16","1.70"
"114297","21-03-26 15:00","Italy","Serie A","2025/2026","Parma","Cremonese","2.30","3.17","3.57","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","1.83","1.98"
"114216","20-03-26 20:45","Italy","Serie A","2025/2026","Genoa","Udinese","2.14","3.17","4.04","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.96","1.85"
"114215","20-03-26 18:30","Italy","Serie A","2025/2026","Cagliari","Napoli","5.72","3.49","1.76","1.10","7.45","1.45","2.79","2.39","1.59","4.41","1.22","9.96","1.06","2.14","1.71"
"110049","16-03-26 20:45","Italy","Serie A","2025/2026","Cremonese","Fiorentina","4.54","3.49","1.91","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.90","1.90"
"108000","15-03-26 20:45","Italy","Serie A","2025/2026","Lazio","AC Milan","4.82","3.56","1.85","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","1.89","1.92"
"107999","15-03-26 18:00","Italy","Serie A","2025/2026","Como","AS Roma","2.17","3.19","3.91","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","10.10","1.06","2.00","1.82"
"107997","15-03-26 15:00","Italy","Serie A","2025/2026","Pisa","Cagliari","2.62","2.98","3.18","1.14","6.00","1.54","2.50","2.63","1.50","5.26","1.17","10.60","1.05","2.10","1.74"
"107998","15-03-26 15:00","Italy","Serie A","2025/2026","Sassuolo","Bologna","2.45","3.35","3.09","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.74","2.10"
"107996","15-03-26 12:30","Italy","Serie A","2025/2026","Verona","Genoa","3.38","3.08","2.44","1.13","6.32","1.54","2.50","2.69","1.48","5.53","1.15","11.10","1.05","2.16","1.70"
"106593","14-03-26 20:45","Italy","Serie A","2025/2026","Udinese","Juventus","6.40","4.20","1.57","1.04","11.60","1.26","3.95","1.88","2.01","3.03","1.39","6.02","1.14","1.90","1.90"
"106592","14-03-26 18:00","Italy","Serie A","2025/2026","Napoli","Lecce","1.49","4.32","7.72","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","2.22","1.66"
"106591","14-03-26 15:00","Italy","Serie A","2025/2026","Inter","Atalanta","1.56","4.61","5.79","1.03","16.50","1.18","5.00","1.60","2.38","2.44","1.57","4.37","1.22","1.65","2.24"
"105945","13-03-26 20:45","Italy","Serie A","2025/2026","Torino","Parma","2.33","3.00","3.73","1.10","7.00","1.46","2.75","2.44","1.57","4.37","1.22","9.48","1.06","1.90","1.90"
"100581","09-03-26 20:45","Italy","Serie A","2025/2026","Lazio","Sassuolo","2.20","3.28","3.68","1.08","8.42","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"99655","08-03-26 20:45","Italy","Serie A","2025/2026","AC Milan","Inter","3.30","3.09","2.48","1.05","10.60","1.29","3.72","1.98","1.90","3.18","1.37","6.42","1.12","1.67","2.21"
"99643","08-03-26 18:00","Italy","Serie A","2025/2026","Genoa","AS Roma","4.71","3.17","1.99","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","10.10","1.06","2.06","1.76"
"99615","08-03-26 15:00","Italy","Serie A","2025/2026","Bologna","Verona","1.65","3.85","6.16","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","2.06","1.76"
"99616","08-03-26 15:00","Italy","Serie A","2025/2026","Fiorentina","Parma","1.75","3.55","5.58","1.06","9.47","1.29","3.68","2.01","1.88","3.21","1.36","6.48","1.12","1.83","1.98"
"99600","08-03-26 12:30","Italy","Serie A","2025/2026","Lecce","Cremonese","2.34","3.03","3.65","1.10","7.37","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"99577","07-03-26 20:45","Italy","Serie A","2025/2026","Juventus","Pisa","1.23","7.09","12.80","1.02","17.50","1.18","5.00","1.60","2.38","2.53","1.54","4.37","1.22","2.22","1.66"
"99559","07-03-26 18:00","Italy","Serie A","2025/2026","Atalanta","Udinese","1.73","3.72","5.44","1.06","10.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","1.83","1.98"
"99514","07-03-26 15:00","Italy","Serie A","2025/2026","Cagliari","Como","6.67","4.31","1.54","1.06","10.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","2.02","1.80"
"99492","06-03-26 20:45","Italy","Serie A","2025/2026","Napoli","Torino","1.59","3.99","6.65","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","2.15","1.70"
"99421","02-03-26 20:45","Italy","Serie A","2025/2026","Udinese","Fiorentina","3.33","3.18","2.41","1.06","9.57","1.33","3.41","2.09","1.81","3.82","1.28","7.62","1.09","1.76","2.06"
"99417","02-03-26 18:30","Italy","Serie A","2025/2026","Pisa","Bologna","4.73","3.38","1.91","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","7.69","1.09","1.90","1.90"
"98766","01-03-26 20:45","Italy","Serie A","2025/2026","AS Roma","Juventus","2.62","3.18","2.98","1.08","8.51","1.37","3.19","2.19","1.74","3.82","1.28","7.62","1.09","1.81","2.00"
"98753","01-03-26 18:00","Italy","Serie A","2025/2026","Torino","Lazio","3.09","2.86","2.80","1.14","6.00","1.54","2.50","2.63","1.50","5.26","1.17","10.60","1.05","2.02","1.80"
"98724","01-03-26 15:00","Italy","Serie A","2025/2026","Sassuolo","Atalanta","3.50","3.38","2.23","1.05","11.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.68","2.18"
"98708","01-03-26 12:30","Italy","Serie A","2025/2026","Cremonese","AC Milan","8.67","4.89","1.41","1.03","13.00","1.21","4.50","1.69","2.20","2.63","1.50","4.68","1.20","1.90","1.90"
"97484","28-02-26 20:45","Italy","Serie A","2025/2026","Inter","Genoa","1.34","6.01","8.46","1.02","15.00","1.23","4.33","1.69","2.20","2.82","1.45","5.26","1.17","2.02","1.80"
"97461","28-02-26 18:00","Italy","Serie A","2025/2026","Verona","Napoli","6.41","3.69","1.66","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","2.22","1.66"
"97411","28-02-26 15:00","Italy","Serie A","2025/2026","Como","Lecce","1.45","4.42","8.68","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.32","1.13","2.10","1.74"
"97380","27-02-26 20:45","Italy","Serie A","2025/2026","Parma","Cagliari","2.27","2.99","3.92","1.12","6.50","1.50","2.63","2.53","1.54","4.68","1.20","9.48","1.06","1.96","1.85"
"97279","23-02-26 20:45","Italy","Serie A","2025/2026","Bologna","Udinese","1.86","3.59","4.68","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.90","1.90"
"97271","23-02-26 18:30","Italy","Serie A","2025/2026","Fiorentina","Pisa","1.61","4.07","6.16","1.04","11.60","1.26","3.95","1.88","2.01","3.21","1.36","6.02","1.14","1.90","1.90"
"97258","22-02-26 20:45","Italy","Serie A","2025/2026","AS Roma","Cremonese","1.33","5.35","11.20","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","2.06","1.76"
"97247","22-02-26 18:00","Italy","Serie A","2025/2026","AC Milan","Parma","1.33","5.66","9.77","1.03","13.00","1.26","4.00","1.80","2.10","3.01","1.40","5.26","1.17","2.16","1.70"
"97228","22-02-26 15:00","Italy","Serie A","2025/2026","Atalanta","Napoli","2.54","3.06","3.21","1.10","7.37","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"97209","22-02-26 12:30","Italy","Serie A","2025/2026","Genoa","Torino","2.36","2.98","3.69","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","9.03","1.07","1.96","1.85"
"97174","21-02-26 20:45","Italy","Serie A","2025/2026","Cagliari","Lazio","3.56","2.98","2.41","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"97153","21-02-26 18:00","Italy","Serie A","2025/2026","Lecce","Inter","7.03","4.31","1.52","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.32","1.13","1.96","1.85"
"97104","21-02-26 15:00","Italy","Serie A","2025/2026","Juventus","Como","2.10","3.41","3.85","1.05","10.60","1.29","3.72","1.98","1.90","3.18","1.37","6.42","1.12","1.72","2.12"
"97069","20-02-26 20:45","Italy","Serie A","2025/2026","Sassuolo","Verona","1.79","3.41","5.57","1.08","8.43","1.44","2.84","2.20","1.74","3.80","1.28","9.17","1.06","2.00","1.81"
"97022","18-02-26 20:45","Italy","Serie A","2025/2026","AC Milan","Como","2.52","3.06","3.26","1.10","7.37","1.43","2.90","2.32","1.63","4.45","1.22","9.03","1.07","1.89","1.92"
"94611","16-02-26 20:45","Italy","Serie A","2025/2026","Cagliari","Lecce","2.38","2.88","3.79","1.14","5.79","1.58","2.42","2.86","1.43","6.02","1.14","12.50","1.03","2.22","1.66"
"93113","15-02-26 20:45","Italy","Serie A","2025/2026","Napoli","AS Roma","2.46","2.88","3.61","1.14","5.85","1.57","2.45","2.83","1.44","5.48","1.16","11.00","1.05","2.14","1.71"
"93104","15-02-26 18:00","Italy","Serie A","2025/2026","Torino","Bologna","2.98","3.28","2.57","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.76","2.06"
"93084","15-02-26 15:00","Italy","Serie A","2025/2026","Cremonese","Genoa","3.41","3.00","2.48","1.12","6.50","1.50","2.63","2.63","1.50","5.26","1.17","10.60","1.05","2.02","1.80"
"93085","15-02-26 15:00","Italy","Serie A","2025/2026","Parma","Verona","2.30","3.07","3.69","1.12","6.50","1.50","2.63","2.63","1.50","5.26","1.17","10.60","1.05","2.06","1.76"
"93072","15-02-26 12:30","Italy","Serie A","2025/2026","Udinese","Sassuolo","2.62","3.08","3.08","1.08","8.42","1.37","3.16","2.21","1.73","3.85","1.27","7.69","1.09","1.83","1.98"
"93056","14-02-26 20:45","Italy","Serie A","2025/2026","Inter","Juventus","2.03","3.32","4.23","1.06","9.57","1.30","3.62","1.98","1.90","3.40","1.33","6.83","1.11","1.76","2.06"
"93042","14-02-26 18:00","Italy","Serie A","2025/2026","Lazio","Atalanta","3.57","3.27","2.25","1.06","9.47","1.29","3.68","2.01","1.88","3.21","1.36","6.48","1.12","1.72","2.12"
"93001","14-02-26 15:00","Italy","Serie A","2025/2026","Como","Fiorentina","1.70","3.95","5.33","1.02","15.00","1.21","4.50","1.69","2.20","2.63","1.50","4.68","1.20","1.65","2.25"
"91779","13-02-26 20:45","Italy","Serie A","2025/2026","Pisa","AC Milan","6.44","4.02","1.60","1.07","9.00","1.33","3.40","2.21","1.73","3.71","1.29","7.24","1.10","2.02","1.80"
"91696","09-02-26 20:45","Italy","Serie A","2025/2026","AS Roma","Cagliari","1.50","4.19","8.06","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","2.22","1.66"
"91692","09-02-26 18:30","Italy","Serie A","2025/2026","Atalanta","Cremonese","1.40","5.03","8.47","1.03","13.00","1.23","4.33","1.69","2.20","2.63","1.50","4.68","1.20","1.98","1.83"
"90993","08-02-26 20:45","Italy","Serie A","2025/2026","Juventus","Lazio","1.46","4.56","8.12","1.07","9.00","1.36","3.20","2.21","1.73","3.71","1.29","7.24","1.10","2.22","1.66"
"90985","08-02-26 18:00","Italy","Serie A","2025/2026","Sassuolo","Inter","6.98","4.59","1.50","1.03","13.00","1.26","4.00","1.80","2.10","2.82","1.45","5.26","1.17","1.83","1.98"
"90967","08-02-26 15:00","Italy","Serie A","2025/2026","Lecce","Udinese","2.97","2.81","2.97","1.18","5.00","1.74","2.20","3.18","1.37","6.32","1.13","13.10","1.03","2.31","1.62"
"90953","08-02-26 12:30","Italy","Serie A","2025/2026","Bologna","Parma","1.66","4.00","5.64","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","1.90","1.90"
"90938","07-02-26 20:45","Italy","Serie A","2025/2026","Fiorentina","Torino","1.75","3.80","5.07","1.05","11.00","1.26","4.00","1.89","2.00","3.01","1.40","5.26","1.17","1.68","2.18"
"90923","07-02-26 18:00","Italy","Serie A","2025/2026","Genoa","Napoli","4.46","3.06","2.08","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.06","1.76"
"90847","06-02-26 20:45","Italy","Serie A","2025/2026","Verona","Pisa","2.57","2.98","3.28","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","10.10","1.06","1.96","1.85"
"90812","03-02-26 20:45","Italy","Serie A","2025/2026","Bologna","AC Milan","3.48","3.17","2.34","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.76","2.06"
"90175","02-02-26 20:45","Italy","Serie A","2025/2026","Udinese","AS Roma","4.72","3.28","1.94","1.11","6.91","1.45","2.79","2.39","1.59","4.41","1.22","9.96","1.06","2.05","1.78"
"89615","01-02-26 20:45","Italy","Serie A","2025/2026","Parma","Juventus","8.69","4.60","1.43","1.05","10.50","1.30","3.58","2.01","1.88","3.53","1.31","6.90","1.11","2.33","1.61"
"89604","01-02-26 18:00","Italy","Serie A","2025/2026","Cremonese","Inter","14.60","6.30","1.25","1.03","13.70","1.21","4.56","1.63","2.32","2.69","1.48","5.01","1.18","2.16","1.70"
"89587","01-02-26 15:00","Italy","Serie A","2025/2026","Como","Atalanta","2.38","3.30","3.25","1.05","10.50","1.29","3.68","2.01","1.88","3.43","1.33","6.48","1.12","1.72","2.12"
"89573","01-02-26 12:30","Italy","Serie A","2025/2026","Torino","Lecce","2.16","2.98","4.32","1.13","6.32","1.46","2.77","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"88945","31-01-26 20:45","Italy","Serie A","2025/2026","Cagliari","Verona","2.16","3.10","4.08","1.11","6.84","1.46","2.77","2.41","1.58","4.45","1.22","9.03","1.07","1.94","1.86"
"88930","31-01-26 18:00","Italy","Serie A","2025/2026","Napoli","Fiorentina","1.94","3.31","4.72","1.08","8.51","1.33","3.41","2.19","1.74","3.82","1.28","7.62","1.09","1.90","1.90"
"88876","31-01-26 15:00","Italy","Serie A","2025/2026","Pisa","Sassuolo","3.17","3.17","2.50","1.08","8.42","1.37","3.16","2.23","1.68","4.16","1.24","8.40","1.08","1.90","1.90"
"88852","30-01-26 20:45","Italy","Serie A","2025/2026","Lazio","Genoa","2.28","2.86","4.13","1.12","6.45","1.58","2.42","2.65","1.50","5.81","1.14","14.80","1.02","2.15","1.70"
"86845","26-01-26 20:45","Italy","Serie A","2025/2026","Verona","Udinese","2.98","2.98","2.78","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"85221","25-01-26 20:45","Italy","Serie A","2025/2026","AS Roma","AC Milan","2.94","2.98","2.82","1.08","8.51","1.33","3.41","2.19","1.74","3.82","1.28","7.62","1.09","1.74","2.09"
"85214","25-01-26 18:00","Italy","Serie A","2025/2026","Juventus","Napoli","1.98","3.23","4.67","1.11","6.84","1.43","2.90","2.41","1.58","4.45","1.22","9.03","1.07","2.06","1.76"
"85195","25-01-26 15:00","Italy","Serie A","2025/2026","Atalanta","Parma","1.37","5.02","10.00","1.04","11.60","1.24","4.21","1.80","2.10","2.86","1.43","5.53","1.15","2.06","1.76"
"85196","25-01-26 15:00","Italy","Serie A","2025/2026","Genoa","Bologna","3.34","3.08","2.46","1.10","7.00","1.46","2.75","2.44","1.57","4.68","1.20","9.48","1.06","1.96","1.85"
"85182","25-01-26 12:30","Italy","Serie A","2025/2026","Sassuolo","Cremonese","2.05","3.37","4.09","1.08","8.42","1.43","2.90","2.23","1.68","4.16","1.24","8.40","1.08","1.96","1.85"
"84320","24-01-26 20:45","Italy","Serie A","2025/2026","Lecce","Lazio","5.18","3.01","1.98","1.14","5.85","1.57","2.45","2.83","1.44","5.48","1.16","11.00","1.05","2.33","1.61"
"84306","24-01-26 18:00","Italy","Serie A","2025/2026","Fiorentina","Cagliari","1.81","3.69","4.85","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","1.76","2.06"
"84257","24-01-26 15:00","Italy","Serie A","2025/2026","Como","Torino","1.54","4.18","6.97","1.05","11.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.90","1.90"
"83926","23-01-26 20:45","Italy","Serie A","2025/2026","Inter","Pisa","1.28","6.27","11.50","1.01","19.50","1.18","5.00","1.54","2.50","2.34","1.62","4.05","1.25","1.90","1.90"
"81003","19-01-26 20:45","Italy","Serie A","2025/2026","Lazio","Como","2.98","2.96","2.79","1.13","6.32","1.50","2.63","2.50","1.54","5.01","1.18","10.10","1.06","2.02","1.80"
"81000","19-01-26 18:30","Italy","Serie A","2025/2026","Cremonese","Verona","2.48","3.09","3.30","1.08","8.42","1.34","3.37","2.21","1.73","3.85","1.27","7.69","1.09","1.78","2.03"
